,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
293,2016,CA,California,Los Angeles,Census Tract,0644000-06037134905,CrdPrv,10.0,9.1,11.1,"2,819","(34.183358642, -118.584295467)",644000.0,6037134905
294,2016,CA,California,Los Angeles,Census Tract,0644000-06037135102,CrdPrv,10.0,9.3,10.8,"3,513","(34.1885939623, -118.618946201)",644000.0,6037135102
295,2016,CA,California,Los Angeles,Census Tract,0644000-06037135111,CrdPrv,10.6,9.5,11.8,"2,967","(34.1923339043, -118.610322775)",644000.0,6037135111
296,2016,CA,California,Los Angeles,Census Tract,0644000-06037135113,CrdPrv,9.6,8.7,10.6,"2,795","(34.181012757, -118.605958338)",644000.0,6037135113
297,2016,CA,California,Los Angeles,Census Tract,0644000-06037135114,CrdPrv,9.6,8.7,10.7,"4,445","(34.1873412215, -118.603857216)",644000.0,6037135114
298,2016,CA,California,Los Angeles,Census Tract,0644000-06037135201,CrdPrv,9.7,9.0,10.5,"2,620","(34.1883200873, -118.627442006)",644000.0,6037135201
299,2016,CA,California,Los Angeles,Census Tract,0644000-06037135202,CrdPrv,10.1,9.4,10.8,"4,255","(34.1888181148, -118.636908397)",644000.0,6037135202
300,2016,CA,California,Los Angeles,Census Tract,0644000-06037135203,CrdPrv,10.1,9.2,11.0,"6,273","(34.1917396376, -118.656363782)",644000.0,6037135203
301,2016,CA,California,Los Angeles,Census Tract,0644000-06037137103,CrdPrv,9.8,8.8,10.8,"4,199","(34.1744847257, -118.60134019)",644000.0,6037137103
302,2016,CA,California,Los Angeles,Census Tract,0644000-06037137104,CrdPrv,10.0,8.9,11.1,"2,717","(34.17376055, -118.58494667)",644000.0,6037137104
303,2016,CA,California,Los Angeles,Census Tract,0644000-06037137201,CrdPrv,11.2,10.2,12.3,"5,270","(34.17319139, -118.615139923)",644000.0,6037137201
304,2016,CA,California,Los Angeles,Census Tract,0644000-06037137301,CrdPrv,9.5,8.5,10.7,"2,264","(34.1765325016, -118.633987004)",644000.0,6037137301
305,2016,CA,California,Los Angeles,Census Tract,0644000-06037137302,CrdPrv,8.7,7.8,9.6,"4,338","(34.1773479883, -118.654195805)",644000.0,6037137302
306,2016,CA,California,Los Angeles,Census Tract,0644000-06037137401,CrdPrv,9.6,8.5,11.0,"4,157","(34.1591393044, -118.61084023)",644000.0,6037137401
307,2016,CA,California,Los Angeles,Census Tract,0644000-06037137402,CrdPrv,9.9,8.9,11.1,"5,364","(34.1554629186, -118.624948851)",644000.0,6037137402
308,2016,CA,California,Los Angeles,Census Tract,0644000-06037137501,CrdPrv,10.1,9.0,11.2,"4,124","(34.1649321607, -118.576799049)",644000.0,6037137501
309,2016,CA,California,Los Angeles,Census Tract,0644000-06037137502,CrdPrv,9.2,8.2,10.2,"4,202","(34.163451866, -118.597691589)",644000.0,6037137502
310,2016,CA,California,Los Angeles,Census Tract,0644000-06037137504,CrdPrv,8.4,7.4,9.6,"1,939","(34.1480391238, -118.572059257)",644000.0,6037137504
311,2016,CA,California,Los Angeles,Census Tract,0644000-06037138000,CrdPrv,9.4,8.3,10.6,"4,484","(34.1488009702, -118.591050358)",644000.0,6037138000
312,2016,CA,California,Los Angeles,Census Tract,0644000-06037139001,CrdPrv,9.8,8.8,10.8,"4,767","(34.1754113151, -118.511718091)",644000.0,6037139001
313,2016,CA,California,Los Angeles,Census Tract,0644000-06037139200,CrdPrv,11.2,10.3,12.2,"5,175","(34.175696168, -118.52464474)",644000.0,6037139200
314,2016,CA,California,Los Angeles,Census Tract,0644000-06037139301,CrdPrv,10.3,9.5,11.3,"4,462","(34.1781535993, -118.558126822)",644000.0,6037139301
315,2016,CA,California,Los Angeles,Census Tract,0644000-06037139302,CrdPrv,13.2,12.1,14.2,"4,422","(34.1767231282, -118.538365585)",644000.0,6037139302
316,2016,CA,California,Los Angeles,Census Tract,0644000-06037139303,CrdPrv,11.8,10.8,12.8,"4,186","(34.1762844552, -118.533307344)",644000.0,6037139303
317,2016,CA,California,Los Angeles,Census Tract,0644000-06037139401,CrdPrv,10.4,9.5,11.5,"2,645","(34.1696954823, -118.537583083)",644000.0,6037139401
318,2016,CA,California,Los Angeles,Census Tract,0644000-06037139402,CrdPrv,9.9,8.7,11.2,"2,851","(34.167764734, -118.551778402)",644000.0,6037139402
319,2016,CA,California,Los Angeles,Census Tract,0644000-06037139502,CrdPrv,9.8,9.0,10.8,"3,007","(34.1628402829, -118.526311193)",644000.0,6037139502
320,2016,CA,California,Los Angeles,Census Tract,0644000-06037139503,CrdPrv,11.5,10.2,13.0,"4,657","(34.1677850349, -118.524519416)",644000.0,6037139503
321,2016,CA,California,Los Angeles,Census Tract,0644000-06037139504,CrdPrv,11.8,10.6,13.0,"3,476","(34.1670182668, -118.520250352)",644000.0,6037139504
322,2016,CA,California,Los Angeles,Census Tract,0644000-06037139600,CrdPrv,9.6,8.5,10.9,"4,633","(34.1640600087, -118.510100077)",644000.0,6037139600
